parent_id,parent_name,child_id,child_name,enzymes,origin,parent_smiles,child_smiles,source,tanimoto,set
,"7,3p,4p-Trihydroxyflavone",,,UGT1A9,"7,3p,4p-Trihydroxyflavone",O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,MetXBioDB,0.5370370370370371,test
DB00477,Chlorpromazine,DBMET01627,Opromazine,Cytochrome P450 3A4,DB00477,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CN(C)CCCN1c2ccccc2[S+]([O-])c2ccc(Cl)cc21,Both,0.6041666666666666,test
,4-aminobenzoate,,4-acetylaminobenzoate,NAT,4-aminobenzoate,Nc1ccc(C(=O)O)cc1,CC(O)=Nc1ccc(C(=O)O)cc1,MetXBioDB,0.4444444444444444,test
DB11421,Imidacloprid,DBMET01823,"1H-Imidazol-2-amine, 1-((6-chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitroso-","Cytochrome P450 2B6, Cytochrome P450 2D6, Cytochrome P450 2E1, Cytochrome P450 3A4",DB11421,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,O=NNC1=NCCN1Cc1ccc(Cl)nc1,DrugBank,0.4545454545454545,test
DB00730,Thiabendazole,DBMET01768,5-hydroxythiabendazole,Cytochrome P450 1A2,DB00730,c1ccc2[nH]c(-c3cscn3)nc2c1,Oc1ccc2nc(-c3cscn3)[nH]c2c1,Both,0.7027027027027027,test
DB03852,Eucalyptol,DBMET01574,"3alpha-hydroxy-1,8-cineole",Cytochrome P450 3A4,DB03852,CC12CCC(CC1)C(C)(C)O2,CC12CCC(C(O)C1)C(C)(C)O2,Both,0.4482758620689655,test
DBMET02938,Levamlodipine M10 metabolite,DBMET02941,Levamlodipine M12 metabolite,,DB09237,CCOC(=O)c1c(COCCO)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,CCOC(=O)c1c(COCC(=O)O)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,DrugBank,0.7894736842105263,test
DB11431,Moxidectin,DBMET02120,Monohydroxy metabolite of moxidectin at C29,"Cytochrome P450 3A Subfamily, CYP2B protein",DB11431,CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)CO)C1C,DrugBank,0.9032258064516128,test
DB11827,Ertugliflozin,DBMET01912,Ertugliflozin M4a metabolite,"UDP-glucuronosyltransferase 1A9, UDP-glucuronosyltransferase 2B7",DB11827,CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(O)C(O)C4O)ccc2Cl)cc1,CCOc1ccc(Cc2cc(C34OCC(CO)(O3)C(OC3OC(C(=O)O)C(O)C(O)C3O)C(O)C4O)ccc2Cl)cc1,DrugBank,0.6901408450704225,test
,nabumetone,,4Ã¢â‚¬ÂhydroxyÃ¢â‚¬Â4Ã¢â‚¬Â(6Ã¢â‚¬ÂmethoxynaphthalenÃ¢â‚¬Â2Ã¢â‚¬Âyl)butanÃ¢â‚¬Â2Ã¢â‚¬Âone,CYP1A2,nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1,COc1ccc2cc(C(O)CC(C)=O)ccc2c1,MetXBioDB,0.525,test
DB01233,Metoclopramide,DBMET02779,Monodeethylmetoclopramide,"Cytochrome P450 2D6, Cytochrome P450 3A4, Cytochrome P450 1A2",DB01233,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCNCCNC(=O)c1cc(Cl)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1OC,DrugBank,0.421875,test
DBMET02619,"diclofenac 2',3'-oxide",DBMET02620,2'-hydroxy-3'-glutathione conjugated diclofenac,,DB00586,O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl,NC(CCC(=O)NC(CSC1C=CC(Cl)=C(Nc2ccccc2CC(=O)O)C1(O)Cl)C(=O)NCC(=O)O)C(=O)O,DrugBank,0.4210526315789473,test
,5-methylchrysene,,"5-Methyl-1,2-dihydrochrysene-1,2-diol",CYP1A2;CYP2D6;CYP2E1;CYP3A4,5-methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,MetXBioDB,0.5128205128205128,test
,tentoxin,,,CYP3A4,tentoxin,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N(C)C1=O,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N=C1O,MetXBioDB,0.7213114754098361,test
DB00238,Nevirapine,DBMET00075,2-Hydroxynevirapine,"Cytochrome P450 3A4, Cytochrome P450 3A5",DB00238,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1cc(O)nc2c1N=C(O)c1cccnc1N2C1CC1,DrugBank,0.4561403508771929,test
DB06282,Levocetirizine,DBMET02642,Levocetirizine N-oxide Metabolite (M3),,DB06282,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCC[N+]1(O)CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,DrugBank,0.6730769230769231,test
DB00471,Montelukast,DBMET01246,Montelukast metabolite M5a,Cytochrome P450 3A4,DB00471,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,CC(C)(O)c1ccccc1C(O)CC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,Both,0.7875,test
DBMET01252,Zafirlukast metabolite M4,DBMET01253,Zafirlukast metabolite M3,,DB00549,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(C)=O)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1c[nH]c2ccc(NC(C)=O)cc12,DrugBank,0.6891891891891891,test
DB01156,Bupropion,DBMET03468,S-4'-hydroxybupropion,Cytochrome P450 2C19,DB01156,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1,Both,0.625,test
DB00818,Propofol,DBMET00194,Propofol glucuronide,"UDP-glucuronosyltransferase 1A8, UDP-glucuronosyltransferase 1A9",DB00818,CC(C)c1cccc(C(C)C)c1O,CC(C)c1cccc(C(C)C)c1OC1OC(C(=O)O)C(O)C(O)C1O,Both,0.3170731707317073,test
DB13919,Candesartan,DBMET00005,O-Deethylated candesartan,Cytochrome P450 2C9,DB00796,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,O=C(O)c1cccc2nc(O)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c12,DrugBank,0.5882352941176471,test
DB00503,Ritonavir,DBMET00084,N-Desmethylritonavir,"Cytochrome P450 3A5, Cytochrome P450 3A4, Cytochrome P450 2D6",DB00503,CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CNC(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,DrugBank,0.8048780487804879,test
,2_2_4_4_5_5-hexachlorobiphenyl,,,CYP2B6,2_2_4_4_5_5-hexachlorobiphenyl,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,Oc1c(Cl)c(Cl)cc(-c2cc(Cl)c(Cl)cc2Cl)c1Cl,MetXBioDB,0.5714285714285714,test
DB01159,Halothane,DBMET01783,Trifluoroacetyl chloride,"Cytochrome P450 2E1, Cytochrome P450 2A6",DB01159,FC(F)(F)C(Cl)Br,O=C(Cl)C(F)(F)F,Both,0.2222222222222222,test
DB00339,Pyrazinamide,DBMET00415,5-hydroxypyrazinamide,Aldehyde oxidase,DB00339,NC(=O)c1cnccn1,NC(=O)c1c[nH]c(=O)cn1,DrugBank,0.4333333333333333,test
DB00946,Phenprocoumon,DBMET00041,8-Hydroxy-R-phenprocoumon,"Cytochrome P450 2C9, Cytochrome P450 3A4",DB00946,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CCC(c1ccccc1)c1c(O)c2cccc(O)c2oc1=O,DrugBank,0.7073170731707317,test
,"4p,5-diOH-diclofenac",,,UGT,"4p,5-diOH-diclofenac",O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1Cl,MetXBioDB,0.5576923076923077,test
DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00926,N-Acetyl-5-hydroxytryptamine sulfate,,DB01065,CC(=O)NCCc1c[nH]c2ccc(O)cc12,CC(=O)NCCc1c[nH]c2ccc(OS(=O)(=O)O)cc12,Both,0.6458333333333334,test
DB00465,Ketorolac,DBMET02315,rac Ketorolac Glucuronide,UDP-glucuronosyltransferase 2B7,DB00465,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DrugBank,0.6078431372549019,test
DB01224,Quetiapine,DBMET02794,7-Hydroxyquetiapine,"Cytochrome P450 2D6, Cytochrome P450 3A4",DB01224,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,OCCOCCN1CCN(C2=Nc3ccc(O)cc3Sc3ccccc32)CC1,Both,0.8076923076923077,test
,Hydroxyoxid acid,,,UGT,Hydroxyoxid acid,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13O,CC1(C)C2CCC3(C)C(C2)C(C(=O)O)CCC13OC1OC(C(=O)O)C(O)C(O)C1O,MetXBioDB,0.5294117647058824,test
